State,Hour,Day,Month,Year,Wind_Speed(km/h),Temperature(C),Precipitation(mm),Severity,Predicted_Hour
NJ,14,12,8,2022,11.26,29.44,0.0,2,15
PA,18,18,8,2022,0.0,25.0,0.0,2,12
UT,5,19,9,2022,11.26,18.89,0.0,2,7
FL,20,29,12,2022,11.26,23.89,0.0,2,18
PA,23,16,12,2022,11.26,2.78,0.0,2,17
PA,9,5,8,2022,0.0,27.22,0.0,2,11
LA,11,5,1,2023,9.65,17.78,0.0,2,11
IN,15,3,11,2022,28.96,22.22,0.0,2,15
FL,19,16,10,2022,8.04,28.33,0.0,2,18
MN,16,23,1,2023,9.65,-2.22,0.0,2,13
SC,18,22,1,2023,4.83,5.56,0.51,2,16
FL,18,15,12,2022,0.0,11.67,0.0,2,18
TN,10,4,8,2022,9.65,25.0,0.0,2,9
PA,15,11,10,2022,11.26,21.11,0.0,2,16
AZ,19,4,10,2022,14.48,22.78,0.0,2,17
FL,18,15,9,2022,12.87,27.78,0.0,2,17
CT,18,9,12,2022,27.35,2.22,0.0,2,14
TX,6,10,11,2022,14.48,18.89,0.0,2,7
CA,18,13,1,2023,4.83,13.89,0.0,2,18
SC,23,4,1,2023,4.83,11.67,0.0,2,19
MI,17,11,8,2022,16.09,26.11,0.0,2,14
AZ,11,19,1,2023,9.65,12.78,0.0,2,13
SC,7,22,8,2022,4.83,22.22,0.0,1,7
FL,12,27,9,2022,27.35,26.11,1.78,2,12
CA,5,3,8,2022,0.0,18.33,0.0,2,5
AL,7,1,8,2022,4.83,26.67,0.0,1,9
PA,13,7,9,2022,4.83,22.78,0.0,2,13
CA,16,10,10,2022,11.26,22.22,0.0,2,16
NC,15,3,12,2022,19.31,16.67,0.0,2,15
CA,19,31,8,2022,9.65,31.11,0.0,2,18
VA,17,14,10,2022,11.26,20.56,0.0,2,15
FL,11,15,8,2022,4.83,30.0,0.0,2,11
CA,18,27,1,2023,0.0,12.22,0.0,2,13
FL,11,17,12,2022,16.09,23.33,0.0,2,12
ND,15,10,11,2022,40.22,-2.22,0.76,2,13
VA,17,16,12,2022,11.26,7.22,0.0,2,17
MN,13,3,10,2022,19.31,20.0,0.0,2,15
WV,12,26,1,2023,20.92,2.22,0.25,2,11
CA,17,24,12,2022,8.04,14.44,0.0,2,16
OR,10,10,10,2022,0.0,14.44,0.0,2,14
NC,16,12,8,2022,4.83,29.44,0.0,2,16
CA,13,19,9,2022,22.53,25.0,0.0,2,14
OH,15,3,1,2023,12.87,16.67,0.0,2,15
TN,8,1,9,2022,0.0,18.33,0.0,2,8
FL,16,12,8,2022,8.04,33.89,0.0,2,15
TX,2,21,12,2022,9.65,8.33,0.0,2,3
TX,6,2,11,2022,9.65,15.0,0.0,2,7
FL,15,12,8,2022,8.04,33.89,0.0,2,15
MO,13,18,1,2023,25.74,2.22,3.3,2,14
DC,8,23,8,2022,9.65,23.89,0.0,2,9
AR,15,14,11,2022,9.65,7.78,0.0,2,15
MN,16,14,10,2022,20.92,5.0,0.0,2,16
CA,15,27,1,2023,11.26,13.89,0.0,2,15
VA,20,12,11,2022,8.04,18.89,0.0,2,19
GA,22,2,1,2023,8.04,16.67,0.0,2,17
WV,12,6,12,2022,4.83,11.67,0.25,2,12
OH,8,3,1,2023,19.31,13.89,0.25,2,9
OH,23,24,1,2023,0.0,1.11,0.0,2,21
VA,6,8,11,2022,0.0,6.11,0.0,2,16
OH,19,13,1,2023,20.92,-1.67,0.0,2,18
TX,18,8,12,2022,19.31,22.78,0.0,2,14
FL,17,19,11,2022,24.14,18.33,0.0,2,16
NJ,15,11,11,2022,20.92,20.56,0.0,2,15
UT,6,22,9,2022,16.09,15.56,0.0,2,8
OH,17,8,11,2022,12.87,7.22,0.0,2,14
PA,5,11,9,2022,0.0,22.22,0.0,2,7
PA,4,17,1,2023,9.65,1.67,0.25,2,5
OK,16,28,9,2022,16.09,31.67,0.0,2,16
DC,18,17,10,2022,9.65,15.56,9.91,2,16
CA,0,5,11,2022,0.0,13.89,0.0,2,6
FL,10,30,8,2022,19.31,32.78,0.0,2,14
MI,16,7,10,2022,16.09,10.0,0.0,2,15
OR,18,2,11,2022,4.83,5.0,0.0,2,7
MD,15,16,9,2022,9.65,25.56,0.0,2,16
NY,15,18,1,2023,9.65,3.89,0.0,2,15
GA,16,16,8,2022,22.53,28.33,0.0,2,16
CA,20,30,8,2022,4.83,21.11,0.0,2,16
GA,9,27,9,2022,16.09,12.78,0.0,2,11
TN,16,22,12,2022,16.09,7.78,0.0,2,13
OR,7,18,8,2022,4.83,23.89,0.0,2,14
MN,18,2,9,2022,11.26,28.33,0.0,2,18
NY,18,3,8,2022,11.26,31.11,0.0,2,18
WI,13,5,11,2022,35.4,12.22,0.0,2,14
NY,15,27,12,2022,11.26,-0.56,0.0,2,15
PA,2,22,1,2023,4.83,-0.56,0.0,2,4
MD,15,11,12,2022,0.0,7.22,0.0,2,15
MT,5,12,11,2022,0.0,-13.33,0.0,2,8
FL,7,25,1,2023,19.31,23.89,0.0,2,11
UT,21,3,8,2022,16.09,25.0,0.2104570154231863,2,19
TX,13,16,9,2022,11.26,28.89,0.0,2,14
CA,18,22,12,2022,11.26,9.44,0.0,2,16
CA,12,26,8,2022,14.48,23.89,0.0,2,12
AL,6,17,11,2022,8.04,5.56,0.0,2,12
NY,6,11,10,2022,9.65,11.67,0.0,2,7
FL,20,19,12,2022,14.48,16.67,0.0,2,14
CA,6,8,11,2022,22.53,10.0,0.2104570154231863,2,7
TX,20,2,11,2022,9.65,23.33,0.0,2,19
MI,18,19,11,2022,16.09,-4.44,0.0,2,14
TN,11,30,12,2022,28.96,20.0,0.0,2,14
IN,7,10,11,2022,11.26,13.89,0.0,2,9
NC,17,15,11,2022,8.04,17.22,0.0,2,16
MN,3,16,12,2022,22.53,-6.11,0.0,2,11
PA,10,14,12,2022,14.48,0.0,0.0,2,10
FL,8,2,10,2022,8.04,21.11,0.0,2,8
NC,20,29,12,2022,9.65,10.0,0.0,2,13
FL,9,20,1,2023,0.0,22.78,0.0,2,16
FL,7,9,11,2022,19.31,21.11,0.25,2,8
GA,14,12,11,2022,24.14,16.67,0.0,2,15
TX,18,21,11,2022,4.83,7.78,0.0,2,16
AZ,8,17,1,2023,25.74,0.0,0.0,2,16
SC,16,3,1,2023,14.48,20.56,0.0,2,16
FL,13,19,12,2022,32.18,17.78,0.0,2,13
IL,21,17,9,2022,25.74,26.67,0.0,2,18
MT,21,12,11,2022,4.83,-4.44,0.0,2,20
PA,16,2,9,2022,9.65,25.0,0.0,2,16
NY,17,16,10,2022,4.83,18.89,0.0,2,17
AZ,6,19,11,2022,0.0,5.0,0.0,2,8
MN,23,13,8,2022,9.65,18.33,0.0,2,18
MT,2,10,9,2022,0.0,5.56,0.0,2,11
TX,22,25,1,2023,4.83,7.22,0.0,2,18
MD,5,15,11,2022,11.26,2.22,0.0,2,9
NJ,10,6,1,2023,0.0,7.22,0.0,2,8
SC,14,14,12,2022,11.26,8.33,0.0,2,17
CA,14,8,11,2022,16.09,17.22,0.0,2,11
CO,15,10,10,2022,0.0,21.67,0.0,2,15
OH,16,17,10,2022,40.22,7.78,0.0,2,15
NY,7,23,11,2022,0.0,-1.11,0.0,2,12
FL,20,19,8,2022,8.04,28.89,0.0,2,18
CA,9,15,11,2022,19.31,9.44,0.0,2,11
CA,15,25,1,2023,28.96,19.44,0.0,2,15
WA,18,6,8,2022,12.87,25.56,0.0,2,15
CO,6,5,1,2023,16.09,-7.78,0.0,2,8
CA,12,23,1,2023,33.79,15.0,0.0,2,13
MN,22,19,1,2023,22.53,-4.44,0.0,2,20
GA,15,24,9,2022,8.04,26.67,0.0,2,15
MN,14,15,9,2022,19.31,27.22,0.0,2,15
OK,14,4,11,2022,20.92,22.78,0.0,2,12
VA,15,5,1,2023,14.48,16.11,0.0,2,15
GA,0,3,12,2022,0.0,10.0,0.0,2,2
WY,9,10,11,2022,28.96,-4.44,0.0,2,10
PA,1,13,1,2023,4.83,4.44,0.0,2,6
FL,16,10,12,2022,8.04,26.67,0.0,2,15
CA,13,10,12,2022,9.65,15.0,0.0,2,13
SC,17,2,12,2022,9.65,16.11,0.0,2,16
CA,15,28,12,2022,4.83,12.78,0.0,2,16
FL,13,29,1,2023,24.14,27.78,0.0,2,13
PA,16,12,8,2022,19.31,30.0,0.0,2,16
NJ,5,2,8,2022,0.0,21.11,0.0,2,6
MO,6,15,9,2022,14.48,17.78,0.0,2,11
AL,5,10,11,2022,8.04,13.33,0.0,2,7
NY,15,23,8,2022,9.65,29.44,0.0,2,15
OR,20,1,11,2022,11.26,0.0,0.0,2,19
CA,12,5,1,2023,8.04,12.78,0.0,2,13
PA,7,15,12,2022,20.92,1.11,3.3,2,9
CA,18,28,8,2022,19.31,18.89,0.0,2,18
FL,13,26,9,2022,9.65,30.0,0.0,2,11
PA,6,30,8,2022,12.87,22.22,0.0,2,8
NY,15,7,10,2022,14.48,25.56,0.0,2,15
MN,9,11,10,2022,27.35,14.44,0.0,2,10
MN,5,10,8,2022,8.04,15.0,0.0,2,6
WA,13,5,12,2022,4.83,2.78,0.0,2,14
PA,7,5,1,2023,14.48,5.56,0.0,2,9
AR,19,13,10,2022,8.04,17.78,0.0,2,10
OR,16,22,9,2022,20.92,16.67,0.0,2,15
TX,18,16,8,2022,4.83,38.33,0.0,2,17
DC,12,12,9,2022,0.0,25.0,0.0,2,12
MI,15,7,10,2022,19.31,8.89,0.0,2,14
MI,7,26,12,2022,14.48,-9.44,0.0,2,8
CA,6,17,1,2023,8.04,5.0,0.0,2,7
MD,9,14,12,2022,0.0,0.0,0.0,2,12
WV,16,18,11,2022,22.53,1.11,0.0,2,15
UT,23,1,8,2022,20.92,21.11,1.52,2,20
GA,4,22,9,2022,0.0,18.89,0.0,2,6
NV,7,9,10,2022,0.0,10.0,0.0,2,9
MN,8,26,1,2023,11.26,-16.11,0.0,2,8
CA,7,25,8,2022,0.0,22.78,0.0,2,7
NC,14,23,11,2022,8.04,17.78,0.0,2,14
CA,12,3,12,2022,4.83,11.11,1.27,2,13
FL,17,7,9,2022,11.26,27.22,0.0,2,15
TN,19,3,11,2022,9.65,20.0,0.0,2,18
PA,9,27,1,2023,0.0,-1.11,0.0,2,6
CA,16,7,10,2022,14.48,28.89,0.0,2,15
VA,15,5,1,2023,8.04,17.22,0.0,2,14
AZ,2,5,9,2022,12.87,12.22,0.0,2,5
CO,23,18,8,2022,0.0,18.89,0.0,2,20
CA,14,10,10,2022,19.31,33.33,0.0,2,14
TX,0,14,10,2022,0.0,15.0,0.0,2,4
WA,21,26,1,2023,16.09,5.0,0.0,2,17
SC,13,22,9,2022,4.83,32.22,0.0,2,14
NJ,13,17,1,2023,11.26,7.22,0.0,2,12
CA,20,19,9,2022,9.65,13.89,2.79,2,18
VA,16,9,12,2022,19.31,7.78,0.0,2,15
CT,16,8,8,2022,24.14,30.0,0.0,2,15
CA,16,16,10,2022,9.65,21.11,0.0,2,15
CA,1,14,1,2023,12.87,11.11,0.0,2,6
OK,8,8,12,2022,0.0,10.0,0.0,2,10
CA,15,18,8,2022,19.31,39.44,0.0,2,15
CA,1,6,11,2022,0.0,13.89,0.0,2,7
VA,4,26,9,2022,8.04,16.67,0.0,2,7
PA,16,9,8,2022,16.09,25.56,5.84,2,15
VA,6,1,10,2022,9.65,16.11,0.0,2,10
FL,17,20,1,2023,4.83,23.33,0.0,2,14
OR,14,1,11,2022,12.87,1.11,0.25,2,14
GA,3,21,8,2022,0.0,21.11,0.0,2,5
CA,18,21,12,2022,8.04,10.0,0.0,2,17
FL,9,4,9,2022,8.04,29.44,0.0,2,11
CA,8,8,9,2022,0.0,17.22,0.0,2,7
FL,6,29,8,2022,19.31,24.44,1.27,2,7
NY,10,12,10,2022,25.74,16.11,0.0,2,11
SC,15,29,9,2022,33.79,21.11,0.0,2,15
AL,17,28,1,2023,22.53,15.0,0.0,2,14
CA,6,29,9,2022,4.83,15.56,0.0,2,6
PA,10,16,11,2022,24.14,2.78,0.0,2,10
MN,6,5,1,2023,22.53,-3.33,0.0,2,6
OH,18,9,11,2022,4.83,17.22,0.0,2,17
CT,13,16,11,2022,20.92,8.89,0.0,2,13
TX,7,11,10,2022,4.83,18.89,0.0,2,7
FL,15,19,1,2023,16.09,27.78,0.0,2,14
NY,9,18,1,2023,14.48,8.89,0.0,2,9
LA,19,17,1,2023,12.87,21.67,0.0,2,15
FL,16,10,8,2022,28.96,32.22,0.0,2,15
MI,7,27,9,2022,16.09,9.44,0.0,2,7
NY,4,16,11,2022,20.92,3.33,0.25,2,14
MT,21,12,8,2022,11.26,23.33,0.0,2,16
AZ,10,5,8,2022,0.0,32.78,0.0,2,11
FL,8,13,12,2022,8.04,18.89,0.0,2,14
SC,13,1,10,2022,20.92,22.78,0.0,2,14
PA,13,15,12,2022,8.04,2.22,1.78,2,12
PA,12,15,11,2022,12.87,7.22,0.0,2,12
VA,14,29,8,2022,12.87,31.11,0.0,2,15
FL,14,23,12,2022,24.14,17.22,0.0,2,14
CA,17,8,12,2022,8.04,15.0,0.0,2,17
OH,15,1,12,2022,9.65,2.78,0.0,2,14
TN,6,18,11,2022,0.0,-2.78,0.0,2,9
NY,16,27,8,2022,11.26,30.0,0.0,2,15
FL,12,8,8,2022,8.04,32.22,0.0,2,12
IL,9,13,12,2022,20.92,2.78,0.0,2,10
CA,9,28,8,2022,12.87,20.0,0.0,2,10
NC,13,20,8,2022,8.04,28.89,0.0,2,14
CA,21,4,1,2023,16.09,11.11,2.29,2,17
MD,16,27,1,2023,0.0,5.0,0.0,2,15
CA,10,6,9,2022,11.26,35.56,0.0,2,11
NY,6,4,10,2022,19.31,10.56,0.25,2,8
MD,11,19,8,2022,0.0,27.78,0.0,2,11
FL,7,29,8,2022,4.83,26.11,0.0,2,8
CT,17,5,9,2022,9.65,20.56,3.05,2,16
CA,7,30,12,2022,9.65,12.22,0.0,2,9
MN,19,16,1,2023,11.26,1.11,0.25,2,19
VA,8,23,11,2022,0.0,0.56,0.0,2,6
OH,17,14,11,2022,4.83,2.22,0.0,2,17
VA,9,2,11,2022,8.04,11.11,0.0,2,9
CA,18,23,12,2022,0.0,15.0,0.0,2,16
CO,7,31,8,2022,0.0,20.0,0.0,2,7
LA,13,15,11,2022,19.31,10.0,0.0,2,13
CA,7,4,10,2022,0.0,20.0,0.0,2,9
PA,17,6,12,2022,0.0,10.0,1.52,2,17
TX,16,16,12,2022,9.65,7.78,0.0,2,15
OH,15,24,12,2022,25.74,-10.0,0.0,2,17
NY,17,8,11,2022,11.26,6.11,0.0,2,17
VA,14,6,1,2023,27.35,12.78,0.0,2,13
CA,12,2,8,2022,22.53,27.22,0.0,2,13
CA,15,11,10,2022,9.65,24.44,0.0,2,15
NJ,20,5,9,2022,11.26,25.0,0.0,2,18
VA,18,3,12,2022,11.26,14.44,0.0,2,16
FL,23,3,1,2023,14.48,23.33,0.0,2,19
NJ,1,28,8,2022,0.0,22.78,0.0,2,4
NC,7,27,1,2023,9.65,0.0,0.0,2,9
IA,13,6,8,2022,12.87,31.67,0.0,2,17
NJ,11,28,9,2022,12.87,16.11,0.0,2,12
NY,9,23,11,2022,9.65,9.44,0.0,2,11
NY,17,18,1,2023,14.48,3.33,0.0,2,15
IN,6,8,9,2022,12.87,15.56,0.0,2,7
CA,7,12,12,2022,4.83,9.44,0.0,2,10
WA,8,6,9,2022,9.65,15.56,0.0,2,8
OR,16,5,8,2022,20.92,29.44,0.0,2,15
PA,6,27,12,2022,9.65,-4.44,0.0,2,9
NC,9,30,8,2022,14.48,25.0,0.0,3,10
MO,22,7,12,2022,4.83,8.33,0.51,2,18
NC,16,24,8,2022,9.65,29.44,0.0,2,15
VA,6,6,12,2022,0.0,3.33,0.0,2,7
NC,8,29,9,2022,14.48,5.56,0.0,2,9
OH,11,22,11,2022,22.53,8.89,0.0,2,12
VA,18,15,11,2022,20.92,3.33,3.81,2,17
FL,14,25,8,2022,19.31,33.33,0.0,2,14
CA,21,13,12,2022,0.0,5.56,0.0,2,19
FL,16,13,10,2022,0.0,25.0,0.51,2,16
MI,13,11,11,2022,0.0,19.44,0.0,2,13
TX,17,1,8,2022,9.65,33.33,0.0,2,15
CA,3,22,1,2023,4.83,3.33,0.0,2,3
CA,16,19,1,2023,12.87,13.89,0.0,2,15
WI,5,13,9,2022,14.48,12.78,0.0,2,8
PA,15,10,11,2022,12.87,20.0,0.0,2,15
FL,14,22,1,2023,25.74,27.78,0.0,2,14
TX,7,26,8,2022,0.0,23.33,0.0,2,7
SC,17,28,1,2023,12.87,11.11,0.0,2,16
TX,22,4,12,2022,8.04,18.89,0.0,2,17
AZ,14,19,12,2022,9.65,15.0,0.0,2,15
CA,14,22,12,2022,8.04,20.56,0.0,2,15
VA,9,30,12,2022,0.0,1.11,0.0,2,11
NY,22,18,9,2022,12.87,25.56,0.0,2,20
CA,23,26,12,2022,9.65,5.56,0.0,2,19
NJ,8,22,9,2022,19.31,20.56,0.0,2,17
CA,17,12,8,2022,14.48,23.89,0.0,2,17
FL,16,26,8,2022,12.87,32.78,0.0,2,13
CA,14,7,9,2022,11.26,42.22,0.0,2,14
SC,21,22,1,2023,11.26,8.89,0.0,2,18
MD,9,13,12,2022,12.87,1.67,0.0,2,11
CA,14,22,11,2022,4.83,25.0,0.0,2,14
TX,8,4,11,2022,27.35,22.78,0.0,2,10
NY,19,22,12,2022,20.92,0.56,1.52,2,17
VA,18,5,1,2023,14.48,13.33,0.0,2,17
CA,14,30,9,2022,14.48,27.78,0.0,2,14
AR,10,20,8,2022,8.04,29.44,0.0,2,12
MI,18,22,11,2022,4.83,5.56,0.0,2,17
TX,4,14,1,2023,0.0,5.56,0.0,2,6
IN,15,26,1,2023,20.92,-4.44,0.0,2,15
CA,5,10,11,2022,4.83,3.89,0.0,2,7
CA,3,25,12,2022,0.0,6.67,0.0,2,6
TX,20,10,11,2022,11.26,21.67,0.0,2,19
TX,19,3,8,2022,16.09,32.22,0.0,2,13
IL,18,5,1,2023,20.92,0.0,0.0,2,16
VA,9,13,8,2022,9.65,20.0,0.0,2,11
CA,7,1,8,2022,4.83,18.33,0.0,2,11
PA,10,7,12,2022,0.0,9.44,0.0,2,11
SC,10,8,11,2022,27.35,20.0,0.0,2,10
MD,17,13,12,2022,9.65,3.33,0.0,2,16
MT,23,12,12,2022,9.65,-10.0,0.0,2,22
CA,11,8,9,2022,4.83,30.0,0.0,2,12
CA,8,13,12,2022,0.0,8.33,0.0,2,13
GA,22,12,1,2023,14.48,11.11,0.0,2,19
CA,12,21,12,2022,11.26,21.67,0.0,2,13
MD,5,18,1,2023,0.0,1.67,0.0,2,7
MD,7,20,11,2022,22.53,0.56,0.0,2,10
NC,10,6,9,2022,12.87,26.67,0.0,1,16
SC,17,20,12,2022,0.0,3.89,0.0,2,15
CO,19,11,11,2022,14.48,-3.33,0.0,2,16
NJ,15,19,12,2022,32.18,2.78,0.0,2,14
OH,16,5,1,2023,19.31,7.78,0.0,2,15
NY,6,20,9,2022,12.87,21.11,0.0,2,7
SC,12,3,12,2022,9.65,11.11,0.0,2,14
CO,18,1,11,2022,0.0,14.44,0.0,2,13
VA,18,3,1,2023,20.92,18.89,0.0,2,17
NY,18,26,8,2022,16.09,27.22,2.54,2,17
CA,18,30,9,2022,16.09,21.11,0.0,2,17
GA,11,11,11,2022,8.04,19.44,0.76,2,12
TX,11,18,11,2022,19.31,8.33,0.0,2,12
CA,2,7,11,2022,25.74,0.0,3.05,2,6
IL,6,13,1,2023,20.92,0.0,0.0,2,16
CA,6,21,1,2023,20.92,9.44,0.0,2,9
CA,16,18,1,2023,11.26,7.78,0.0,2,8
CA,13,5,10,2022,12.87,27.78,0.0,2,15
VA,12,6,1,2023,12.87,10.0,0.0,2,9
FL,14,10,9,2022,20.92,31.11,0.0,2,14
SC,13,18,9,2022,11.26,26.11,0.0,2,14
NY,16,6,10,2022,11.26,22.78,0.0,2,15
CO,16,2,11,2022,8.04,20.0,0.0,2,14
CA,13,24,1,2023,4.83,19.44,0.0,2,13
FL,14,4,11,2022,22.53,25.56,0.0,2,14
MI,14,6,12,2022,8.04,6.11,0.0,2,14
OR,8,7,9,2022,4.83,19.44,0.0,2,9
CA,8,13,10,2022,0.0,12.22,0.0,2,8
CA,17,15,11,2022,8.04,12.22,0.0,2,16
CA,21,17,8,2022,9.65,26.67,0.0,2,19
CA,21,30,1,2023,0.0,10.56,0.0,2,17
FL,16,20,12,2022,11.26,23.89,0.0,2,15
CA,1,24,11,2022,12.87,9.44,0.0,2,6
CA,7,13,12,2022,0.0,3.33,0.0,2,9
NJ,15,14,10,2022,16.09,20.0,0.0,2,14
MD,7,3,8,2022,0.0,22.22,0.0,2,8
GA,14,22,8,2022,12.87,23.89,1.52,2,13
FL,18,21,12,2022,11.26,23.33,0.0,2,17
AZ,18,30,1,2023,4.83,12.78,0.0,2,18
NY,1,4,10,2022,16.09,8.89,2.79,2,2
VA,15,28,12,2022,14.48,11.11,0.0,2,13
VA,15,2,11,2022,14.48,17.22,0.0,2,14
TX,7,18,1,2023,11.26,19.44,0.0,2,9
TX,19,3,10,2022,0.0,26.11,0.0,2,17
AZ,8,26,9,2022,16.09,23.33,0.0,2,9
CA,10,11,12,2022,12.87,8.89,0.0,2,12
CA,11,15,12,2022,8.04,8.89,0.0,2,13
NY,16,18,1,2023,14.48,2.78,0.0,2,16
CA,5,13,8,2022,0.0,21.67,0.0,2,3
GA,20,13,1,2023,27.35,3.89,0.0,2,14
CA,7,27,9,2022,8.04,18.89,0.0,2,7
VA,23,2,12,2022,9.65,11.11,0.0,2,19
CA,18,8,12,2022,0.0,12.22,0.0,2,16
VA,17,5,1,2023,8.04,12.78,0.0,2,17
TX,14,20,12,2022,20.92,12.22,0.0,2,14
OH,5,5,1,2023,0.0,2.78,0.0,2,7
DE,16,14,10,2022,11.26,20.0,0.0,2,15
GA,2,11,11,2022,16.09,17.78,3.05,2,5
OR,13,16,9,2022,11.26,20.0,0.0,2,13
CT,23,2,11,2022,0.0,6.67,0.0,2,20
MD,22,15,9,2022,0.0,15.56,0.0,2,17
NY,12,28,8,2022,8.04,19.44,0.0,2,11
MN,13,3,1,2023,11.26,-4.44,1.78,2,13
TX,14,4,1,2023,8.04,22.22,0.0,2,14
SC,16,3,8,2022,14.48,28.89,0.0,2,15
GA,10,2,1,2023,0.0,12.22,0.0,2,12
TX,5,1,11,2022,0.0,11.67,0.0,2,7
MT,4,23,12,2022,4.83,-30.56,0.0,2,8
TX,9,9,12,2022,12.87,20.56,0.0,2,11
OR,19,29,1,2023,19.31,-0.56,0.0,2,18
FL,12,1,12,2022,24.14,24.44,0.0,2,15
NC,14,6,11,2022,14.48,23.89,0.0,2,14
SC,10,30,12,2022,12.87,19.44,0.0,2,15
NC,19,9,8,2022,8.04,28.89,0.0,2,18
MO,17,12,12,2022,28.96,5.0,0.0,2,15
OH,17,13,1,2023,22.53,0.0,0.0,2,16
NY,13,7,8,2022,27.35,31.11,0.0,2,14
MO,5,24,11,2022,8.04,8.33,0.0,2,8
CA,14,16,8,2022,12.87,39.44,0.0,2,15
NY,0,8,9,2022,4.83,20.0,0.0,2,4
TX,16,26,1,2023,9.65,15.0,0.0,2,15
SC,22,20,8,2022,8.04,26.11,0.0,2,20
CA,12,22,11,2022,8.04,22.22,0.0,2,13
TN,15,23,8,2022,0.0,30.0,0.0,2,14
NY,9,13,12,2022,9.65,-10.56,0.0,2,11
NY,9,29,9,2022,20.92,11.11,0.0,2,8
CO,14,14,10,2022,40.22,25.56,0.0,2,14
VA,18,14,8,2022,0.0,23.33,0.0,2,17
TX,15,12,8,2022,25.74,36.11,0.0,2,15
OH,20,13,1,2023,19.31,-1.67,0.0,2,19
UT,8,15,10,2022,0.0,10.56,0.0,2,6
MD,15,6,10,2022,9.65,25.0,0.0,2,15
TX,11,11,11,2022,32.18,9.44,0.51,2,16
CA,19,18,9,2022,20.92,19.44,0.25,2,18
IA,1,20,1,2023,35.4,-2.78,0.0,2,7
CA,17,20,12,2022,8.04,12.22,0.2104570154231863,2,16
FL,12,20,1,2023,11.26,28.33,0.0,2,13
FL,14,8,10,2022,12.87,29.44,0.0,2,14
TX,17,17,8,2022,8.04,37.78,0.0,2,17
CA,9,11,12,2022,22.53,11.11,1.02,2,12
CA,15,19,12,2022,0.0,20.0,0.0,2,14
TX,8,24,12,2022,16.09,-2.22,0.0,2,10
CO,7,18,11,2022,19.31,-8.89,0.0,2,9
FL,5,26,8,2022,0.0,22.78,0.0,2,6
SC,7,15,12,2022,32.18,5.56,0.25,2,10
SC,12,5,1,2023,12.87,18.89,0.0,2,13
OR,16,6,8,2022,19.31,34.44,0.0,2,16
CA,6,6,1,2023,0.0,6.11,0.0,2,7
PA,13,5,10,2022,19.31,13.33,0.51,2,13
FL,14,1,12,2022,11.26,16.67,0.0,2,13
NJ,15,16,1,2023,19.31,8.89,0.0,2,14
MI,22,2,11,2022,0.0,11.11,0.0,2,18
OH,9,15,12,2022,11.26,8.89,0.0,2,15
FL,23,25,8,2022,0.0,23.89,0.0,2,20
CA,16,15,11,2022,9.65,19.44,0.0,2,16
VA,14,22,9,2022,8.04,20.56,0.0,2,12
TX,14,6,1,2023,22.53,22.78,0.0,2,13
MI,8,29,8,2022,14.48,22.78,0.0,2,13
WI,21,18,9,2022,0.0,21.11,0.0,2,19
MO,14,4,11,2022,14.48,8.33,3.05,2,13
GA,17,22,9,2022,33.79,27.78,0.0,2,16
VA,18,14,10,2022,0.0,17.22,0.0,2,19
OH,16,6,9,2022,14.48,22.78,0.0,2,13
VA,8,30,1,2023,0.0,8.89,0.0,2,10
TN,21,13,12,2022,16.09,13.33,0.0,2,18
PA,12,23,11,2022,11.26,12.22,0.0,2,14
TX,16,13,1,2023,4.83,16.11,0.0,2,15
GA,14,3,12,2022,0.0,15.56,0.0,2,12
AZ,12,1,1,2023,16.09,13.89,0.0,2,12
TX,18,30,12,2022,16.09,18.89,0.0,2,13
DC,18,15,9,2022,11.26,25.56,0.0,2,13
FL,13,26,9,2022,4.83,31.11,0.0,2,14
TX,2,20,11,2022,0.0,-1.11,0.0,2,4
CO,8,8,12,2022,45.05,5.0,0.0,2,9
MN,10,4,1,2023,19.31,-3.33,0.25,2,10
DE,18,17,10,2022,12.87,13.89,6.1,2,17
CA,9,4,11,2022,12.87,9.44,0.0,2,9
SC,7,17,10,2022,9.65,13.89,0.0,2,9
FL,8,30,1,2023,0.0,17.22,0.0,2,5
TX,12,20,9,2022,0.0,28.33,0.0,2,14
SC,17,19,1,2023,24.14,20.56,0.0,2,16
FL,14,24,1,2023,20.92,25.56,0.0,2,14
TX,8,8,12,2022,4.83,22.22,0.0,2,17
CA,18,30,1,2023,9.65,10.56,0.0,2,16
CA,15,18,8,2022,131.94,38.89,0.0,2,16
AZ,13,1,9,2022,16.09,29.44,0.0,2,13
SC,17,5,10,2022,14.48,22.78,0.0,2,17
CA,22,10,8,2022,12.87,18.33,0.0,2,17
CT,14,15,11,2022,12.87,6.11,0.0,2,14
DE,9,8,12,2022,12.87,13.33,0.0,2,11
MI,1,20,11,2022,28.96,-4.44,0.0,2,5
FL,7,1,9,2022,4.83,26.11,0.0,2,8
IL,20,1,1,2023,8.04,2.78,0.0,2,17
NC,17,18,11,2022,12.87,8.33,0.0,2,17
FL,17,8,11,2022,14.48,23.89,0.0,2,12
MN,1,29,1,2023,20.92,-16.67,0.0,2,5
CA,9,13,12,2022,0.0,5.0,0.2104570154231863,2,12
IL,22,16,11,2022,14.48,0.56,0.0,2,18
CA,8,12,12,2022,8.04,8.33,0.25,2,9
MN,15,30,12,2022,9.65,-7.22,0.0,2,12
TN,17,5,8,2022,14.48,26.67,5.08,3,16
CA,13,10,11,2022,11.26,20.0,0.0,2,14
